17,Diario de navegación del paquebot ''El Cortés'',1768-02-01,,"CORREOS,270A,R.5",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, José Teodoro Pérez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41099
18,Diario de navegación del paquebot ''El Cortés'',1764-11-01,,"CORREOS,270A,R.1",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés'. Consta de dos partes:a.- Viaje de ida al mando del capitán Alvaro de Castro, con destinoal puerto de La Habana. Salió el 1 de noviembre de 1764 y el 18de febrero de 1765 arribó al puerto de San Francisco deCampeche por avería. Alcanzó el puerto de La Habana el 23 demayo de 1765. El viaje de vuelta lo efectuó el capitán Juan deAragorry. b.- Viaje de vuelta al mando del capitán Juan de Aragory condestino al puerto de La Coruña. Salió de La Habana el 4 dejunio de 1765 y arribó al puerto de La Coruña el 14 de juliode dicho año",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41095
19,Diario de navegación del paquebot ''El Cortés'',1787-04-02,,"CORREOS,270B,R.8",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, Manuel de Abona, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41114
20,Diario de navegación del paquebot ''El Cortés'',1790-04-03,,"CORREOS,270B,R.11",Archivo General de Indias,"Diario de navegación del paquebote 'El Cortés' al mando de su capitán, Antonio Santiago Piñeiro, con destino a la carrera de La Habana. Debido a los temporales desembarcó los pliegos en el puerto de Camariñas",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41117
21,Diario de navegación del paquebot ''El Cortés'',1786-09-02,,"CORREOS,270B,R.7",Archivo General de Indias,"Diario de navegación del paquebote 'El Cortés' al mando de su capitán, Francisco de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41113
22,Diario de navegación del paquebot ''El Cortés'',1797-06-17,,"CORREOS,194B,R.6",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, Juan Manuel de Cagigas, con destino a la carrera de Buenos Aires. El 19 de junio arribó al puerto de Marín",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40894
23,Diario de navegación del paquebot ''El Cortés'',1765-09-01,,"CORREOS,270A,R.2",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, José Teodoro Pérez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41096
24,Diario de navegación del paquebot ''El Cortés'',1786-03-10,,"CORREOS,270B,R.6",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, Manuel Fernández Trelles, con destino a la carrera de La Habana. El 22 de julio de 1786 arribó al puerto de Concurbión y alli permaneció hasta el 4 de agosto de 1786",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41112
25,Diario de navegación del paquebot ''El Cortés'',1793-03-05,,"CORREOS,270B,R.12",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, Juan Antonio de Laredo, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41118
26,Diario de navegación del paquebot ''El Cortés'',1772-12-03,,"CORREOS,270B,R.2",Archivo General de Indias,"Diario de navegación del paquebote 'El Cortés' al mando de su capitán, Pedro de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41108
27,Diario de navegación del paquebot ''El Cortés'',1777-12-03,,"CORREOS,270B,R.3",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, Francisco Antonio Abello, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41109
28,Diario de navegación del paquebot ''El Cortés'',1771-08-02,,"CORREOS,270A,R.11",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, Mateo de Urcullu, con destino a la carrera de La Habana. El 22 de diciembre de 1771 arribó al puerto de Bilbao, saliendo de Portugalete el 8 de febrero de 1772",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41105
29,Diario de navegación del paquebot ''El Cortés'',1770-05-02,,"CORREOS,270A,R.9",Archivo General de Indias,"Diario de navegación del paquebote 'El Cortés' al mando de su capitán, José Antonio de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41103
30,Diario de navegación del paquebot ''El Cortés'',1767-07-01,,"CORREOS,270A,R.4",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, José Teodoro Pérez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41098
31,Diario de navegación del paquebot ''El Cortés'',1768-08-02,,"CORREOS,270A,R.6",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, José Teodoro Pérez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41100
32,Diario de navegación del paquebot ''El Cortés'',1787-11-07,,"CORREOS,270B,R.9",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, Pedro del Barco, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41115
33,Diario de navegación del paquebot ''El Cortés'',1772-04-03,,"CORREOS,270B,R.1",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, Mateo de Urcullu, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41107
34,Diario de navegación del paquebot ''El Cortés'',1766-12-08,,"CORREOS,270A,R.3",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, José Teodoro Pérez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41097
35,Diario de navegación del paquebot ''El Cortés'',1764-11-01,,"CORREOS,270A,R.1",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés'. Consta de dos partes:a.- Viaje de ida al mando del capitán Alvaro de Castro, con destinoal puerto de La Habana. Salió el 1 de noviembre de 1764 y el 18de febrero de 1765 arribó al puerto de San Francisco deCampeche por avería. Alcanzó el puerto de La Habana el 23 demayo de 1765. El viaje de vuelta lo efectuó el capitán Juan deAragorry. b.- Viaje de vuelta al mando del capitán Juan de Aragory condestino al puerto de La Coruña. Salió de La Habana el 4 dejunio de 1765 y arribó al puerto de La Coruña el 14 de juliode dicho año",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41095
36,Diario de navegación del paquebot ''El Cortés'',1787-04-02,,"CORREOS,270B,R.8",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, Manuel de Abona, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41114
37,Diario de navegación del paquebot ''El Cortés'',1790-04-03,,"CORREOS,270B,R.11",Archivo General de Indias,"Diario de navegación del paquebote 'El Cortés' al mando de su capitán, Antonio Santiago Piñeiro, con destino a la carrera de La Habana. Debido a los temporales desembarcó los pliegos en el puerto de Camariñas",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41117
38,Diario de navegación del paquebot ''El Cortés'',1786-09-02,,"CORREOS,270B,R.7",Archivo General de Indias,"Diario de navegación del paquebote 'El Cortés' al mando de su capitán, Francisco de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41113
39,Diario de navegación del paquebot ''El Cortés'',1797-06-17,,"CORREOS,194B,R.6",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, Juan Manuel de Cagigas, con destino a la carrera de Buenos Aires. El 19 de junio arribó al puerto de Marín",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40894
40,Diario de navegación del paquebot ''El Cortés'',1765-09-01,,"CORREOS,270A,R.2",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, José Teodoro Pérez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41096
41,Diario de navegación del paquebot ''El Cortés'',1786-03-10,,"CORREOS,270B,R.6",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, Manuel Fernández Trelles, con destino a la carrera de La Habana. El 22 de julio de 1786 arribó al puerto de Concurbión y alli permaneció hasta el 4 de agosto de 1786",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41112
42,Diario de navegación del paquebot ''El Cortés'',1793-03-05,,"CORREOS,270B,R.12",Archivo General de Indias,"Diario de navegación del paquebot 'El Cortés' al mando de su capitán, Juan Antonio de Laredo, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41118
43,Diario de navegación del paquebot ''El Cuervo'',1797-03-16,,"CORREOS,279B,R.9",Archivo General de Indias,"Diario de navegación del paquebot 'El Cuervo' al mando de su capitán, Antonio de Berraondo, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41312
44,Diario de navegación del paquebot ''El Despacho'',1769-03-16,,"CORREOS,279B,R.1",Archivo General de Indias,"Diario de navegación del paquebot 'El Despacho' al mando de su capitán, Francisco de Madera, con destino a la carrera de La Habana. Diario del viaje de vuelta. El 14 de mayo de 1769 arribó a la isla Onzel donde desembarcaron los pliegos. Lleva pasaporte firmado por D. Antonio María Bucareli y Ursua. El 17 de mayo de 1769 arribó a Camariñas",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41304
45,Diario de navegación del paquebot ''El Gallego'',1765-02-03,,"CORREOS,272B,R.1",Archivo General de Indias,"Diario de navegación del paquebot 'El Gallego' al mando de su capitán, Cayetano Antúnez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41167
46,Diario de navegación del paquebot ''El Gallego'',1779-03-09,,"CORREOS,272B,R.7",Archivo General de Indias,"Diario de navegación del paquebot 'El Gallego' al mando de su capitán, Ignacio Pérez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41173
47,Diario de navegación del paquebot ''El Gallego'',1795-05-08,,"CORREOS,272B,R.9",Archivo General de Indias,"Diario de navegación del paquebot 'El Gallego' al mando de su capitán José Suarez Quirós, con destino a la carrera de La Habana. El 9 de octubre de 1795 arribó al puerto de Camariñas, donde un cartero recogió la correspondencia",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41175
48,Diario de navegación del paquebot ''El Gallego'',1794-07-08,,"CORREOS,272B,R.8",Archivo General de Indias,"Diario de navegación del paquebot 'El Gallego' al mando de su capitán, Domingo de Fuentes y Villar, con destino a la carrera de La Habana. El 22 de noviembre de 1794 arribó al puerto de Camariñas, donde permaneció hasta el 12 de diciembre del mismo año",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41174
49,Diario de navegación del paquebot ''El Gallego'',1778-07-04,,"CORREOS,272B,R.6",Archivo General de Indias,"Diario de navegación del paquebot 'El Gallego' al mando de su capitán, Ignacio Pérez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41172
50,Diario de navegación del paquebot ''El Gallego'',1768-01-03,,"CORREOS,272B,R.3",Archivo General de Indias,"Diario de navegación del paquebote 'El Gallego' al mando de su capitán, Pedro de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41169
51,Diario de navegación del paquebot ''El Gallego'',1765-11-02,,"CORREOS,272B,R.2",Archivo General de Indias,"Diario de navegación del paquebot 'El Gallego' al mando de su capitán, Cayetano Antúnez, con destino a la carrera de La Habana. El 3 de noviembre tuvo que interrumpir el viaje por el mal estado de la mar, alcanzando la raya de El Ferrol",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41168
52,Diario de navegación del paquebot ''El Gallego'',1779-03-09,,"CORREOS,272B,R.7",Archivo General de Indias,"Diario de navegación del paquebot 'El Gallego' al mando de su capitán, Ignacio Pérez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41173
53,Diario de navegación del paquebot ''El Gallego'',1795-05-08,,"CORREOS,272B,R.9",Archivo General de Indias,"Diario de navegación del paquebot 'El Gallego' al mando de su capitán José Suarez Quirós, con destino a la carrera de La Habana. El 9 de octubre de 1795 arribó al puerto de Camariñas, donde un cartero recogió la correspondencia",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41175
54,Diario de navegación del paquebot ''El Gallego'',1794-07-08,,"CORREOS,272B,R.8",Archivo General de Indias,"Diario de navegación del paquebot 'El Gallego' al mando de su capitán, Domingo de Fuentes y Villar, con destino a la carrera de La Habana. El 22 de noviembre de 1794 arribó al puerto de Camariñas, donde permaneció hasta el 12 de diciembre del mismo año",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41174
55,Diario de navegación del paquebot ''El Gallego'',1778-07-04,,"CORREOS,272B,R.6",Archivo General de Indias,"Diario de navegación del paquebot 'El Gallego' al mando de su capitán, Ignacio Pérez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41172
56,Diario de navegación del paquebot ''El Gallego'',1768-01-03,,"CORREOS,272B,R.3",Archivo General de Indias,"Diario de navegación del paquebote 'El Gallego' al mando de su capitán, Pedro de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41169
57,Diario de navegación del paquebot ''El Grimaldi'',1774-09-02,,"CORREOS,272A,R.7",Archivo General de Indias,"Diario de navegación del paquebote 'El Grimaldi' al mando de su capitán, José Antonio de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41157
58,Diario de navegación del paquebot ''El Grimaldi'',1765-08-02,,"CORREOS,272A,R.1",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, José Merino, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41151
59,Diario de navegación del paquebot ''El Grimaldi'',1770-02-27,,"CORREOS,279B,R.27",Archivo General de Indias,"Diario de navegación del paquebote 'El Grimaldi' al mando de su capitán Francisco de Larrea, procedente de los astilleros de Sorroza.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41330
60,Diario de navegación del paquebot ''El Grimaldi'',1772-08-15,,"CORREOS,192B,R.10",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, José Rodríguez Solís, con destino a la carrera de Buenos Aires. Se refiere únicamente al extracto de novedades y al manifiesto de propiedades experimentadas durante el viaje",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40856
61,Diario de navegación del paquebot ''El Grimaldi'',1779-06-17,,"CORREOS,192B,R.12",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, Antonio Albuerne, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40858
62,Diario de navegación del paquebot ''El Grimaldi'',1777-04-20,,"CORREOS,192B,R.11",Archivo General de Indias,"Diario de navegación del paquebote 'El Grimaldi' al mando de su capitán, Francisco de Llanos, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40857
63,Diario de navegación del paquebot ''El Grimaldi'',1771-08-15,,"CORREOS,192B,R.9",Archivo General de Indias,"Diario de navegación del paquebote 'El Grimaldi' al mando de su capitán, Francisco de Llanos, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40855
64,Diario de navegación del paquebot ''El Grimaldi'',1770-06-15,,"CORREOS,192B,R.8",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, Francisco de Larrea, con destino a la carrera de Buenos Aires. El 16 de febrero de 1771 arribó al puerto de El Ferrol",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40854
65,Diario de navegación del paquebot ''El Grimaldi'',1795-08-12,,"CORREOS,279B,R.16",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, José de Mendieta, con destino a la carrera de Falmouth.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41319
66,Diario de navegación del paquebot ''El Grimaldi'',1775-12-02,,"CORREOS,272A,R.9",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, Domingo de Guesuraga, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41159
67,Diario de navegación del paquebot ''El Grimaldi'',1787-05-07,,"CORREOS,272A,R.13",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, Pedro del Barco, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41163
68,Diario de navegación del paquebot ''El Grimaldi'',1786-11-04,,"CORREOS,272A,R.12",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, Manuel Fernández Trelles, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41162
69,Diario de navegación del paquebot ''El Grimaldi'',1776-08-03,,"CORREOS,272A,R.10",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, Juan Antonio González, con destino a la carrera de La Habana. El 20 de enero de 1777 arribó al puerto de El Ferrol",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41160
70,Diario de navegación del paquebot ''El Grimaldi'',1775-05-02,,"CORREOS,272A,R.8",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, Domingo de Guesuraga, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41158
71,Diario de navegación del paquebot ''El Grimaldi'',1767-06-02,,"CORREOS,272A,R.4",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, José Merino, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41154
72,Diario de navegación del paquebot ''El Grimaldi'',1784-02-05,,"CORREOS,272A,R.11",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, Juan Antonio de la Bodega, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41161
73,Diario de navegación del paquebot ''El Grimaldi'',1773-06-01,,"CORREOS,272A,R.5",Archivo General de Indias,"Diario de navegación del paquebote 'El Grimaldi' al mando de su capitán, Francisco de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41155
74,Diario de navegación del paquebot ''El Grimaldi'',1795-02-06,,"CORREOS,279B,R.11",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, José de la Cuadra y Foncerrada, con destino a la carrera de Falmouth.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41314
75,Diario de navegación del paquebot ''El Grimaldi'',1795-06-10,,"CORREOS,279B,R.13",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, Juan del Busto, con destino a la carrera de Falmouth.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41316
76,Diario de navegación del paquebot ''El Grimaldi'',1775-05-02,,"CORREOS,272A,R.8",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, Domingo de Guesuraga, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41158
77,Diario de navegación del paquebot ''El Grimaldi'',1767-06-02,,"CORREOS,272A,R.4",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, José Merino, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41154
78,Diario de navegación del paquebot ''El Grimaldi'',1784-02-05,,"CORREOS,272A,R.11",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, Juan Antonio de la Bodega, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41161
79,Diario de navegación del paquebot ''El Grimaldi'',1773-06-01,,"CORREOS,272A,R.5",Archivo General de Indias,"Diario de navegación del paquebote 'El Grimaldi' al mando de su capitán, Francisco de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41155
80,Diario de navegación del paquebot ''El Grimaldi'',1795-02-06,,"CORREOS,279B,R.11",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, José de la Cuadra y Foncerrada, con destino a la carrera de Falmouth.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41314
81,Diario de navegación del paquebot ''El Grimaldi'',1795-06-10,,"CORREOS,279B,R.13",Archivo General de Indias,"Diario de navegación del paquebot 'El Grimaldi' al mando de su capitán, Juan del Busto, con destino a la carrera de Falmouth.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41316
82,Diario de navegación del paquebot ''El Infante'',1792-02-05,,"CORREOS,273B,R.11",Archivo General de Indias,"Diario de navegación del paquebot 'El Infante' al mando de su capitán, Pedro del Barco, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41206
83,Diario de navegación del paquebot ''El Infante'',1794-08-12,,"CORREOS,273B,R.12",Archivo General de Indias,"Diario de navegación del paquebot 'El Infante' al mando de su capitán Jacinto de Vargas Machuca, con destino a la carrera de La Habana. El 26 de diciembre de 1794 arribó al puerto de Camariñas",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41207
84,Diario de navegación del paquebot ''El Infante'',1796-07-08,,"CORREOS,273B,R.13",Archivo General de Indias,"Diario de navegación del paquebot 'El Infante' al mando de su capitán, José Suárez Quirós, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41208
85,Diario de navegación del paquebot ''El Kaulicán'',1783-10-30,,"CORREOS,279B,R.4",Archivo General de Indias,"Diario de navegación del paquebot 'El Kaulicán' al mando de su capitán, Clemente de Ubarri, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41307
86,Diario de navegación del paquebot ''El Kaulicán'',1786-02-11,,"CORREOS,279B,R.6",Archivo General de Indias,"Diario de navegación del paquebot 'El Kaulicán' al mando de su capitán, Juan Antonio de Laredo, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41309
87,Diario de navegación del paquebot ''El Kaulicán'',1784-06-02,,"CORREOS,279B,R.5",Archivo General de Indias,"Diario de navegación del paquebot 'El Kaulicán' al mando de su capitán, Manuel Fernández Trelles, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41308
88,Diario de navegación del paquebot ''El Lanzarote'',1781-06-28,,"CORREOS,192B,R.1",Archivo General de Indias,"Diario de navegación del paquebot 'El Lanzarote' al mando de su capitán, Manuel Fernández Trelles, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40847
89,Diario de navegación del paquebot ''El Lanzarote'',1786-01-18,,"CORREOS,275B,R.12",Archivo General de Indias,"Diario de navegación del paquebot 'El Lanzarote' al mando de su capitán, Jacinto de Vargas Machuca, con destino a la carrera de La Habana. Se refiere únicamente al viaje de ida; sabemos que regresó a La Coruña el 22 de junio de 1786",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41264
